,Date,Year,Country,Sex,Injury,Fatal,ACTIVITY,AGE
5588,Reported 07-Sep-1898,1898,WEST INDIES,M,FATAL,Y,0,0
5589,22-Aug-1898,1898,USA,M,Laceration to thigh,N,swimming,0
5590,Reported 26-Jul-1898,1898,AUSTRALIA,M,"Reported fatal, but this is a questionable incident",0,swimming,0
5591,15-Jul-1898,1898,YEMEN ,M,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,swimming,24
5592,14-Jul-1898,1898,YEMEN ,M,FATAL,Y,standing,22
5593, Jul-1898,1898,CUBA,M,FATAL,Y,swimming,0
5594,22-Jun-1898,1898,NEW CALEDONIA,M,FATAL,Y,0,0
5595,13-Apr-1898,1898,FIJI,M,Lacerations to thigh,N,0,0
5596,1898.01.24,1898,SRI LANKA,M,FATAL,Y,swimming,0
5597,Reported 1898,1898,CRETE,M,Unknown,0,0,0
5598,1898,1898,USA,M,Lacerations to left hand,N,fishing,15
5599,1898 (soon after the close of the Spanish-American War),1898,CUBA,M,"FATAL, 7 survived but 6 were taken by sharks",Y,0,0
5600,1898,1898,JAMAICA,F,"Hand lacerated, 2 fingers severed",N,trailing,0
5601,1898,1898,CUBA,M,"FATAL, 4 were killed by sharks, 1 survived",Y,attempting,0
5602,1898-1899,1898,USA,M,Lacerations,N,0,0
5603,Summer of 1898,1898,YEMEN ,M,FATAL,Y,diving,0
5604,1898,1898,USA,M,FATAL,Y,0,0
5605,Reported 04-Dec-1897,1897,USA,M,Hooked shark bit his leg PROVOKED INCIDENT,N,angling,0
5606,15-Oct-1897,1897,MEXICO,M,Minor injuries,0,diving,0
5607,Reported 05-Oct-1897,1897,MARSHALL ISLANDS,0,FATAL,Y,fishing,0
5608,17-Sep-1897,1897,USA,M,Lacerations to hand by netted shark PROVOKED INCIDENT,N,fishing,0
5609,06-Sep-1897,1897,USA,M,Lacerations to lower leg,N,standing,0
5610,21-Jul-1897,1897,SOUTH AFRICA,M,FATAL,Y,wading,0
5611,09-Jun-1897,1897,YEMEN ,0,FATAL,Y,0,0
5612,Reported 15-Mar-1897,1897,0,M,FATAL,Y,swimming,0
5613,Reported 15-Mar-1897,1897,USA,M,FATAL,Y,fishing,0
5614,1897,1897,NEW ZEALAND,M,Lacerations to left arm,N,0,0
5615,1897,1897,EGYPT,0,No details,0,0,0
5616,23-Decp1896,1896,AUSTRALIA,M,No injury to occupants. Shark bit boat several times,N,fishing,0
5617,20-Dec-1896,1896,NEW ZEALAND,M,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,bathing,26
5618,Reported 17-Dec-1896,1896,NEW ZEALAND,M,FATAL,Y,0,0
5619,29-Nov-1896,1896,AUSTRALIA,M,FATAL,Y,swimming,0
5620,01-Nov-1896,1896,AUSTRALIA,M,FATAL,Y,0,0
5621,Reported 11-Sep-1896,1896,SRI LANKA,M,Leg severed,N,diving,0
5622,25-Jul-1896,1896,USA,M,FATAL,Y,fishing,35
5623,Reported 21-Jun-1896,1896,USA,M,Lacerations to foot and calf,N,bathing,0
5624, 11-Jan-1896,1896,AUSTRALIA,M,FATAL,Y,bathing,11
5625,1896,1896,USA,M,FATAL,Y,swimming,0
5626,1896,1896,HAITI,M,Leg severed below knee,N,wading,15
5627,09-Dec-1895,1895,AUSTRALIA,M,FATAL,Y,bathing,14
5628,Reported 21-Nov-1895,1895,BARBADOS,M,Leg bitten,N,diving,0
5629,16-Nov-1895,1895,AUSTRALIA,M,FATAL,Y,fishing,0
5630,18-Sep-1895,1895,CUBA,M,Probable drowning & scavenging,0,0,0
5631,Reported 14-Sep-1895,1895,YEMEN ,M,FATAL,Y,diving,0
5632,Sep-1895,1895,USA,0,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,fishing,0
5633,11-Aug-1895,1895,USA,M,FATAL,Y,swimming,26
5634,2-Aug-1895,1895,USA,M,Arm bitten,N,fishing,0
5635,Reported 16-Jul-1895,1895,JAPAN,M,FATAL,Y,hunting,0
5636,Reported 13-Jun-1895,1895,0,M,Right hand severed,N,diving,0
5637,Reported 03-Jun-1895,1895,AUSTRALIA,M,FATAL,Y,diving,0
5638,21-May-1895,1895,BAHAMAS,M,Heel bitten,N,0,0
5639,03-May-1895,1895,NEW ZEALAND,M,FATAL       Thigh bitten,Y,0,0
5640,29-Apr-1895,1895,SOUTH AFRICA,M,"FATAL, right arm lacerated ",Y,crossing,28
5641,23-Apr-1895,1895,NEW ZEALAND,M,Lacerations to foot,N,swimming,0
5642,Reported 29-Mar-1895,1895,INDONESIA,M,FATAL,Y,swimming,0
5643,15-Mar-1895,1895,AUSTRALIA,M,Lower leg & foot bitten,N,swimming,13
5644,27-Feb-1895,1895,AUSTRALIA,M,FATAL,Y,swimming,14
5645,Reported 23-Feb-1895,1895,PANAMA,M,FATAL,Y,swimming,0
5646,1895,1895,AUSTRALIA,0,No injury to occupants of boat,N,0,0
5647,11-Dec-1894,1894,USA,M,Left leg bitten PROVOKED INCIDENT,N,fishing,0
5648,28-Nov-1894,1894,AUSTRALIA,M,"""Lost his arm""",N,bathing,19
5649,Reported 06-Oct-1894,1894,USA,M,FATAL,Y,swimming,0
5650,Reported 12-Sep-1894,1894,USA,M,Lacerations to leg,N,bathing,0
5651,Reported 06-Sep-1894,1894,FIJI,F,Foot severed,N,dangling,0
5652,Reported 01-Sep-1894,1894,USA,M,Laceration to calf  PROVOKED INCIDENT,N,fishing,0
5653,21-Aug-1894,1894,USA,F,No injury,0,swimming,0
5654,01-Aug-1894,1894,USA,M,Lacerations to thigh,N,swimming,0
5655,Reportd 15-Jul-1894,1894,FRANCE,M,No injury,Y,fishing,0
5656,29-Jun-1894,1894,USA,M,"""Painfully injured"" but no details",0,bathing,0
5657,25-Jun-1894,1894,SOUTH AFRICA,M,FATAL,Y,swimming,0
5658,Reported 15-Jun-1894,1894,USA,M,Right leg bitten,N,bathing,0
5659,Reported 15-Jun-1894,1894,MEXICO,M,FATAL ,Y,0,0
5660,Reported 28-Apr-1894,1894,BURMA,F,FATAL,Y,bathing,0
5661,Reported 28-Apr-1894,1894,BURMA,F,FATAL ,Y,bathing,0
5662,Reported 20-Oct-1893,1893,INDIA,M,FATAL,Y,0,0
5663,16-Oct-1893,1893,CROATIA,0,No injury; no attack,0,0,0
5664,03-Jul-1893,1893,PHILIPPINES,M,FATAL,Y,abandoning,0
5665,Reported 22-Jun-1893,1893,NIGERIA,M,FATAL,Y,0,0
5666,22-Jun-1893,1893,LEBANON,M,FATAL,Y,0,0
5667,Reported 23-May-1893,1893,FIJI,F,FATAL,Y,0,0
5668,17-May-1893,1893,CUBA,M,FATAL,Y,0,0
5669,Reported 15-Apr-1893,1893,SOUTH ATLANTIC OCEAN,M,"One leg severed by the shark, the other surgically amputated",N,swimming,0
5670,14-Apr-1893,1893,AUSTRALIA,M,Leg bitten,N,swimming,0
5671,04-Apr-1893,1893,AUSTRALIA,M,"Fatal, probable drowning",0,swimming,0
5672,Reported 30-Jan-1893,1893,NEW ZEALAND,M,FATAL,Y,bathing,0
5673,Reported 18-Jan-1893,1893,FRENCH POLYNESIA,M,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,0,0
5674,1893,1893,EGYPT,0,No details,0,0,0
5675,15-Dec-1892,1892,ATLANTIC OCEAN,M,FATAL,Y,0,15
5676,Reported 09-Nov-1892,1892,AUSTRALIA,M,Laceration to arm,N,fishing,0
5677,06-Nov-1892,1892,AUSTRALIA,F,Abrasions to left leg,N,swimming,0
5678,Reported 16-Sep-1892,1892,USA,M,Hand bitten,N,0,0
5679,24-Jun-1892,1892,FRANCE,0,"No injury, no attack",0,fishing,0
5680,Reported 20-Jun-1892,1892,CUBA,M,FATAL,Y,riding,0
5681,Reported 19-May-1892,1892,NEW ZEALAND,M,Minor injury to leg,N,bathing,0
5682,Reported 21-Apr-1892,1892,BAHAMAS,M,"FATAL, leg severed",Y,0,0
5683,Reported 25-Mar-1892,1892,PACIFIC OCEAN,M,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y,pursuing,0
5684,02-Mar-1892,1892,AUSTRALIA,M,Lacerations to calf by netted shark PROVOKED INCIDENT,N,fishing,21
5685,1892,1892,AUSTRALIA,M,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y,diving,0
5686,Reported 31-Dec-1891,1891,AUSTRALIA,M,Foot severed,N,swimming,0
5687,Reported 22-Dec-1891,1891,NEW ZEALAND,M,Hand bitten,N,swimming,0
5688,29-Nov-1891,1891,MARTINIQUE,M,Injured,N,attempting,0
5689,Reported 14-Sep-1891,1891,KIRIBATI,0,"FATAL. Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,0,0
5690,Reported 30-Aug-1891,1891,CANADA,M,FATAL,Y,0,0
5691,29-Aug-1891,1891,USA,M,"Survived, PROVOKED INCIDENT",N,shooting,0
5692,11-Jun-1891,1891,USA,M,"Fatal, but death may have been due to drowning",0,fishing,0
5693,10-Mar-1891,1891,PARAGUAY,0,FATAL,Y,fleeing,0
5694,Reported 08-Jan-1891,1891,JAMAICA,M,FATAL,Y,0,0
5695,30-Dec-1890,1890,AUSTRALIA,0,"Fatal, but death may have been due to drowning",0,swimming,0
5696,Reported 27-Dec-1890,1890,BRITISH NEW GUINEA,M,Arm bitten,N,0,18
5697,Reported 25-Oct-1890,1890,ATLANTIC OCEAN,M,FATAL,Y,0,0
5698,Reported 17-Aug-1890,1890,USA,0,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,fishing,0
5699,9-Aug-1890,1890,USA,M,Severe lacerations to left arm.,N,treading,0
5700, 08-Aug-1890,1890,SAMOA,M,Both legs severed,N,bathing,0
5701,06-26-1890,1890,CROATIA,M,Legs severed ,N,swimming,0
5702,Reported 14-Jun-1890,1890,PERSIAN GULF,M,Severe lacerations to foot,N,0,0
5703,Reported 02-Jun-1890,1890,EGYPT,M,FATAL,Y,swimming,0
5704,14-May-1890,1890,SOUTH AFRICA,M,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",0,0,0
5705,Reported 03-Mar-1890,1890,CEYLON,M,FATAL,Y,diving,0
5706,25-Feb-1890,1890,MALTA,M,"FATAL, 2 men were lost, presumed taken by the shark",Y,fishing,0
5707,1890 ,1890,AUSTRALIA,M,Knee bitten,N,wading,0
5708,1890,1890,INDIA,M,No details,0,diving,0
5709,1890,1890,INDIA,M,No details,0,diving,0
5710,1890,1890,NEW ZEALAND,M,FATAL,Y,swimming,0
5711,Ca. 1890,1890,SOUTH AFRICA,M,"FATAL, leg bitten, foot partly severed ",Y,bathing,0
5712,Reported 29-Nov-1889,1889,GREECE,0,"Human remains found in 4m, 900 kg shark",0,0,0
5713,22-Nov-1889,1889,AUSTRALIA,M,FATAL,Y,0,0
5714,16-Nov-1889,1889,USA,M,Speculated that he was taken by a shark but most likely drowned,0,0,0
5715,Reported 03-Oct-1889,1889,INDIA,M,FATAL,Y,swimming,0
5716,21-Jul-1889,1889,USA,M,"FATAL, calf bitten",Y,swimming,0
5717,  19-Jul-1889,1889,USA,M,Leg bitten,N,fishing,0
5718,08-Jul-1889,1889,AUSTRALIA,M,FATAL ,Y,0,0
5719,Reported 31-Jan-1889,1889,USA,0,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N,fishing,0
5720,Jan-1889,1889,SIERRA LEONE,M,FATAL,Y,cleaning,0
5721,Reported 25-Dec-1888,1888,INDIAN OCEAN,M,Foot severed,N,swimming,0
5722,09-Dec-1888,1888,AUSTRALIA,M,FATAL,Y,swimming,11
5723,Dec-1888,1888,AUSTRALIA,M,FATAL,Y,working,0
5724,Reported 23-Oct-1888,1888,CROATIA,0,Human remains found in shark,Y,0,0
5725,14-Aug-1888,1888,CANADA,M,FATAL,Y,thing,0
5726,Reported 01-Aug-1888,1888,USA,0,No injury to occupants. Shark beat away with oar,N,sailing,0
5727,Reported 20-Jul-1888,1888,JAMAICA,M,Human remains recovered from a 10' to 12' shark caught in a turtle net,0,drowning,0
5728,Reported 13-Jul-1888,1888,INDIA,M,"FATAL, only 1 of her crew of 7 survived",Y,0,0
5729,04-Jul-1888,1888,CROATIA,0,Human remains & clothing found in 7' shark,0,0,0
5730,24-Jun-1888,1888,AUSTRALIA,0,"No injury to occupants, shark holed boat",N,fishing,0
5731,Reported 18-Jun-1888,1888,AUSTRALIA,M,Probable drowning & scavenging,0,0,0
5732,17-Feb-1888,1888,NEW ZEALAND,M,"Arm severely lacerated, surgically amputated",N,floating,0
5733,22-Jan-1888,1888,AUSTRALIA,M,"Shark bit boat, but no injury to occupant who swam ashore",N,rowing,0
5734,Feb-1888,1888,SOUTH AFRICA,M,FATAL,Y,crossing,0
5735,1888,1888,LIBYA,M,Lacerations to thorax and hands,N,diving,0
5736,Reported 22-Dec-1887,1887,HONDURAS,M,FATAL,Y,0,33
5737,04-Dec-1887,1887,AUSTRALIA,M,FATAL,Y,0,0
5738,18-Oct-1887,1887,USA,M,FATAL,Y,crossing,0
5739,October 1887,1887,BAHAMAS,M,FATAL,Y,0,0
5740,22-Sep-1887,1887,ITALY,M,Leg injured,N,swimming,0
5741,11-Sep-1887,1887,CROATIA,0,Shoes & human remains found in a shark,0,0,0
5742,30-Jul-1887,1887,0,M,FATAL,Y,0,0
5743,12-Mar-1887,1887,AUSTRALIA,0,No injury to occupants,N,rowing,0
5744,Reported 08-Feb-1887,1887,NEW ZEALAND,M,FATAL,Y,swimming,0
5745,08-Feb-1887,1887,SOUTH AFRICA,0,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N,0,0
5746,20-Jan-1887,1887,BRAZIL,M,FATAL,Y,0,0
5747,12-Jan-1887,1887,SOUTH AFRICA,M,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,swimming,13
5748,1887,1887,OCEAN,M,Foot severed,N,0,0
5749,Mid-Aug-1886,1886,USA,M,"Shark attacked boat, shark killed & towed to shore",N,0,0
5750,Mid-Aug-1886,1886,USA,0,"No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N,netting,0
5751,Aug-1886,1886,USA,M,"No injury. They were chased by three sharks, one of which rammed their boat",N,clamming,0
5752,17-Jun-1886,1886,AUSTRALIA,M,FATAL,Y,swimming,18
5753,02-Jun-1886,1886,USA,F,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",0,fishing,0
5754,06-May-1886,1886,NEW CALEDONIA,M,FATAL,Y,bathing,0
5755,26-Apr-1886,1886,AUSTRALIA,M,Wrist bitten,N,oystering,0
5756,11-Apr-1886,1886,NEW ZEALAND,M,Probable drowning & scavenging,0,0,0
5757,Reported 06-Mar-1886,1886,NEW ZEALAND,M,Left leg severed. Probably confusion with GSAF 1886.01.28,0,bathing,0
5758,Mar-1886,1886,AUSTRALIA,M,His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay ,0,0,0
5759,13-Feb-1886,1886,AUSTRALIA,M,"No injury to occupants, shark shook boat ""stem to stern""",N,fishing,0
5760,28-Jan-1886,1886,SOUTH AFRICA,M,"Chest & buttocks bitten, left leg severed at knee",N,diving,0
5761,26-Jan-1886,1886,AUSTRALIA,M,Foot bitten,N,diving,0
5762,01-Jan-1886,1886,SOUTH AFRICA,M,FATAL. Partial remains washed ashore the next day,Y,swimming,0
5763,1886,1886,AUSTRALIA,M,Leg severed,N,sailing,0
5764,Reported 26-Nov-1885,1885,AUSTRALIA,0,"No injury to occupant, shark bit off section of the boat's rudder",N,0,0
5765,26-Nov-1885,1885,AUSTRALIA,M,Laceration to calf,N,bathing,0
5766,17-Aug-1885,1885,ATLANTIC OCEAN,M,FATAL,Y,0,0
5767,26-Jul-1885,1885,USA,M,Left arm severed,N,0,0
5768,26-Jul-1885,1885,USA,M,Laceration to torso,N,0,0
5769,26-Jul-1885,1885,USA,M,FATAL,Y,0,0
5770,Reported 16-Apr-1885,1885,0,M,FATAL,Y,swimming,0
5771,09-Apr-1885,1885,NEW ZEALAND,M,Lacerations to lower leg,N,bathing,0
5772,28-Mar-1885,1885,SOUTH AFRICA,M,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",N,fishing,0
5773,13-Dec-1884,1884,AUSTRALIA,M,"Cause of death most likely drowning, remains recovered in shark",Y,yachting,0
5774,Reported 08-Dec-1884,1884,FRANCE,F,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,Y,0,0
5775,Reported 28-Aug-1884,1884,USA,M,Hand bitten,N,boating,0
5776,18-Aug-1884,1884,USA,M,Unclear if he sustained any injury from the 7' shark,0,clamming,0
5777,Reported 28-Apr-1884,1884,BRAZIL,M,FATAL,Y,0,0
5778,16-Jan-1884,1884,SOUTH AFRICA,M,FATAL,Y,swimming,0
5779,14-Jan-1884,1884,AUSTRALIA,F,FATAL,Y,0,0
5780,19-Dec-1883,1883,AUSTRALIA,M,FATAL,Y,swimming,21
5781,Reported 18-Dec-1883,1883,USA,M,FATAL,Y,0,0
5782,Reported 20-Oct-1883,1883,URUGUAY,M,FATAL,Y,0,0
5783,Reported 19-Oct-1883,1883,USA,M,FATAL,Y,0,0
5784,Reported 14-Sep-1883 (probably happened Ca. 1843/1844),1883,AUSTRALIA,M,FATAL,Y,swimming,0
5785,05-Jul-1883,1883,GEORGIA,M,Leg injured by hooked shark PROVOKED INCIDENT,N,fishing,0
5786,Reported 26-Feb-1883,1883,AUSTRALIA,M,Arm severed,N,diving,0
5787,Reported 25-Feb-1883,1883,AUSTRALIA,M,FATAL,Y,diving,0
5788,21-Jan-1883,1883,AUSTRALIA,M,FATAL,Y,bathing,37
5789,1883,1883,PACIFIC OCEAN,M,"FATAL, remains recovered from 2 sharks",Y,fishing,0
5790,Summer of 1883,1883,USA,M,FATAL,Y,0,0
5791,1883,1883,USA,M,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",0,0,0
5792,1883,1883,USA,M,FATAL,Y,0,0
5793,03-Dec-1882,1882,NEW ZEALAND,M,Hand severely nipped PROVOKED INCIDENT ,N,restraining,0
5794,12-Nov-1882,1882,NEW ZEALAND,M,Sole of foot bitten,N,bathing,0
5795,12-Nov-1882,1882,NEW ZEALAND,M,Lacerations to thigh,N,bathing,0
5796,Sep-1882,1882,JAPAN,M,Lacerations to elbows &  knees,N,clinging,0
5797,14-May-1882,1882,AUSTRALIA,M,Laceration to calf,N,0,0
5798,Reported 12-May-1882,1882,AUSTRALIA,M,FATAL      Torso bitten,Y,diving,0
5799,15-Apr-1882,1882,AUSTRALIA,M,FATAL,Y,fishing,0
5800,Reported  07-Feb-1882,1882,AUSTRALIA,M,FATAL                       Thigh bitten,Y,diving,0
5801,Reported 23-Jan-1882,1882,AUSTRALIA,M,FATAL,Y,bathing,0
5802,Reprted 05-Jan-1882,1882,ATLANTIC OCEAN,M,FATAL,Y,0,0
5803,1882,1882,USA,M,"No injury, sack rammed by shark & shark  harassed him when he surfaced",N,during,0
5804,1882,1882,AUSTRALIA,M,Survived,N,0,0
5805,13-Nov-1881,1881,AUSTRALIA,M,Shark involvement suspected but not confirmed,0,swimming,0
5806,16-Oct-1881,1881,USA,M,FATAL,0,bathing,18
5807,05-Sep-1881,1881,USA,M,"FATAL, possible post-mortem bites",Y,bathing,0
5808,Reported 16-Aug-1881,1881,0,M,FATAL,Y,floating,20
5809,12-Aug-1881,1881,USA,M,"No injury, overalls ripped by shark",N,swimming,0
5810,25-Jul-1881,1881,0,M,Survived,N,bathing,0
5811,13-Jun-1881,1881,USA,M,FATAL,Y,0,23
5812,1881,1881,INDIA,0,"""More than 20 persons severely bitten by sharks this year. Almost all were fatal""",Y,0,0
5813,Ca. 1881,1881,ITALY,M,Non-Fatal,N,fishing,0
5814,25-Nov-1880,1880,AUSTRALIA,M,"Feet bitten, surgically amputated FATAL",Y,swimming,12
5815,10-Oct-1880,1880,AUSTRALIA,M,"Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore",Y,traveling,0
5816,08-Aug-1880,1880,MOZAMBIQUE,M,Legs severed FATAL,Y,swimming,0
5817,25-Jul-1880,1880,USA,M,"Shark bit stern, no injury to occupant",N,sailing,0
5818,15-May-1880,1880,INDIA,M,"Left hand severed, arm & right calf injured",N,0,20
5819,14-May-1880,1880,INDIA,F,"Hands, forearm & left thigh lacerated, radial artery severed",N,bathing,60
5820,Reported 07-May-1880,1880,MEXICO,M,"Human remains recovered from a 15' shark, probable scavenging",0,0,0
5821,02-May-1880,1880,INDIA,M,"FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later ",Y,bathing,0
5822,02-May-1880,1880,INDIA,M,"FATAL, right leg severed at mid-thigh, femur severed ",Y,bathing,11
5823,22-Jan-1880,1880,AUSTRALIA,0,"No injury to occupants, shark rammed boat",N,fishing,0
5824,03-Jan-1880,1880,AUSTRALIA,F,Lacerations to leg,N,bathing,13
5825,1880?,1880,SYRIA,M,FATAL ,0,diving,0
5826,Ca. 1880,1880,USA,M,"Drowned, body scavenged by shark",0,0,0
5827,Ca. 1880,1880,SOLOMON ISLANDS,M,"Arm & leg severed, survived ",N,0,0
5828,1880,1880,NEW ZEALAND,M,Recovered,N,0,0
5829,24-Dec-1879,1879,INDIA,M,FATAL,Y,swimming,23
5830,10-Nov-1879,1879,AUSTRALIA,M,Thigh bitten,N,swimming,0
5831, 22-Sep-1879,1879,SPAIN,0,"No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT",N,fishing,0
5832,Reported 30-Aug-1879,1879,FIJI,M,"Severely bitten on heel, 20 others taken by sharks",N,0,0
5833,3-Jul-1879,1879,USA,M,No details,N,bathing,0
5834,19-Mar-1879,1879,NEW ZEALAND,M,FATAL,Y,standing,19
5835,10-Mar-1879,1879,AUSTRALIA,M,Partial  remains found in shark,0,0,0
5836,1879,1879,USA,M,FATAL,Y,floating,0
5837,17-Nov-1878,1878,AUSTRALIA,M,Laceration to leg,N,bathing,0
5838,Reported 24-Oct-1878,1878,INDONESIA,M,FATAL,Y,swimming,22
5839,13-Oct-1878,1878,0,M,FATAL,Y,murdering,0
5840,Reported 14-Sep-1878,1878,USA,M,Leg bitten by netted shark PROVOKED INCIDENT,N,fishing,0
5841,02-Sep-1878,1878,SOUTH ATLANTIC OCEAN,M, Du Val's leg was bitten but he survived,N,returning,0
5842,02-Sep-1878,1878,SOUTH ATLANTIC OCEAN,M,"FATAL, 2 of the crew were killed by sharks",Y,returning,0
5843,09-Aug-1878,1878,USA,M,FATAL?,Y,swimming,0
5844,08-Aug-1878,1878,USA,M,FATAL,Y,swimming,14
5845,10-Jun-1978,1878,PHILIPPINES,F,FATAL,Y,0,0
5846,Reported 30-March-1878,1878,NEW GUINEA,M,"""Fearfully injured""",N,0,0
5847,13-Feb-1878,1878,SOUTH AFRICA,M,"FATAL, shark removed large part of his hip",Y,0,0
5848,02-Feb-1878,1878,BRAZIL,M,FATAL,Y,0,0
5849,1878,1878,AUSTRALIA,M,"FATAL, leg severed ",Y,bathing,11
5850,Reported 15-Dec-1877,1877,FIJI,0,FATAL,Y,0,0
5851,15-Dec-1877,1877,AUSTRALIA,M,Leg severely bitten & later surgically amputated,N,bathing,11
5852,12-Dec-1877,1877,AUSTRALIA,M,FATAL,Y,0,0
5853,15-Sep-1877,1877,AUSTRALIA,M,"No injury, pulled overboard by a shark that grabbed his coat",N,fishing,0
5854,Reported 28-Aug-1877,1877,INDIAN OCEAN,M,Partial human remains found in 13' shark,0,0,0
5855, 07-Apr-1877,1877,AUSTRALIA,M,Fingers injured by landed shark PROVOKED INCIDENT,N,0,0
5856,04-Apr-1877,1877,AUSTRALIA,M,Thigh & foot bitten,N,bathing,0
5857,16-Mar-1877,1877,ITALY,M,3 ribs broken by shark's tail,N,paddling,0
5858, 11-Mar-1877,1877,FIJI,M,"Thigh severely bitten, femur exposed ",N,0,15
5859,Reported 17-Feb-1877,1877,AUSTRALIA,M,Severe bite to hand,N,fishing,0
5860,  28-Jan-1877,1877,AUSTRALIA,M,FATAL,Y,bathing,0
5861,Reported 24-Jan-1877,1877,AUSTRALIA,F,Ankle injured,N,swimming,0
5862,04-Jan-1877,1877,SOUTH AFRICA,M,"Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made",0,floating,0
5863,Before 1878,1877,INDIA,M,"Thigh severely bitten, femur exposed & grooved",N,0,0
5864,Reported 13-Oct-1876,1876,USA,M,FATAL,Y,fishing,0
5865,Reported 07-Sep-1876,1876,GREECE,M,FATAL,Y,diving,0
5866,Reported 04-Jun-1876,1876,USA,M,Leg bitten,N,bathing,0
5867,14-May-1876,1876,AUSTRALIA,M,FATAL,Y,swimming,0
5868,06-Feb-1876,1876,AUSTRALIA,M,"FATAL, rescued by man on horseback, but died on the beach  ",Y,bathing,0
5869,1876,1876,LEBANON,M,FATAL,Y,diving,0
5870,1876,1876,ENGLAND,M,Leg abraded,N,0,0
5871,1876,1876,AUSTRALIA,M,"""Severely bitten"" but survived",N,diving,0
5872,1876,1876,AUSTRALIA,M,"FATAL, ""his side was  bitten""",Y,0,0
5873,Reported 27-Nov-1875,1875,AUSTRALIA,M,Foot severed at ankle,N,fishing,0
5874,10-Aug-1875,1875,SOUTH AFRICA,0,"Press reported that a 3 m shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner",0,0,0
5875,03-Mar-1875,1875,NEW ZEALAND,M,FATAL,Y,bathing,0
5876,Reported 20-Jan-1875,1875,AUSTRALIA,M,Forehead bitten,0,bathing,0
5877,21-Nov-1874,1874,AUSTRALIA,M,Thigh bitten,N,bathing,0
5878,Ca. mid-1870s,1875,AUSTRALIA,M,FATAL,Y,sitting,0
5879,14-Nov-1874,1874,CROATIA,0,"Shark damaged boat, but no injury to occupants",N,fishing,0
5880,23-Jul-1874,1874,FRANCE,0,Shark and boat collided. No injury to occupants,N,fishing,0
5881,Reported 15-Jul-1874,1874,USA,M,Thumb & thigh lacerated,N,fishing,0
5882,15-Jul-1874,1874,USA,M,Lacerations to groin,N,bathing,0
5883,Reported 18-Jun- 1874,1874,MEXICO,M,FATAL,Y,bathing,0
5884,Reported 15-Jun-1874,1874,KIRIBATI,M,FATAL,Y,escaping,0
5885,Reported 15-Jun-1874,1874,0,M,Heel bitten,N,salvaging,0
